Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2024-11-15,Fenerbahce,Zalgiris,72.0,65.0,2024-25,,,,,,,,,,,,,Home
2024-11-15,Panathinaikos,Virtus Bologna,82.0,77.0,2024-25,,,,,,,,,,,,,Home
2024-11-15,Paris Basketball,Barcelona,103.0,87.0,2024-25,,,,,,,,,,,,,Home
2024-11-15,Olimpia Milano,Partizan,88.0,81.0,2024-25,,,,,,,,,,,,,Home
2024-11-20,Fenerbahce,Virtus Bologna,86.0,82.0,2024-25,,,,,,,,,,,,,Home
2024-11-21,Maccabi Tel Aviv,Olimpia Milano,86.0,98.0,2024-25,,,,,,,,,,,,,Away
2024-11-21,Baskonia,Olympiacos,69.0,92.0,2024-25,,,,,,,,,,,,,Away
2024-11-21,ALBA Berlin,Real Madrid,84.0,98.0,2024-25,,,,,,,,,,,,,Away
2024-11-21,Partizan,Red Star Belgrade,89.0,77.0,2024-25,,,,,,,,,,,,,Home
2024-11-21,Paris Basketball,Efes,93.0,84.0,2024-25,,,,,,,,,,,,,Home
2024-11-21,ASVEL,Monaco,92.0,103.0,2024-25,,,,,,,,,,,,,Away
2024-11-22,Barcelona,Bayern Munich,78.0,100.0,2024-25,,,,,,,,,,,,,Away
2024-11-22,Panathinaikos,Zalgiris,77.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-11-28,Baskonia,Zalgiris,83.0,70.0,2024-25,,,,,,,,,,,,,Home
2024-11-28,Olympiacos,Partizan,70.0,78.0,2024-25,,,,,,,,,,,,,Away
2024-11-28,Virtus Bologna,Paris Basketball,78.0,81.0,2024-25,,,,,,,,,,,,,Away
2024-11-28,Maccabi Tel Aviv,ALBA Berlin,103.0,85.0,2024-25,,,,,,,,,,,,,Home
2024-11-28,Real Madrid,Barcelona,97.0,90.0,2024-25,,,,,,,,,,,,,Home
2024-11-29,Monaco,Panathinaikos,91.0,88.0,2024-25,,,,,,,,,,,,,Home
2024-11-29,Bayern Munich,Red Star Belgrade,77.0,101.0,2024-25,,,,,,,,,,,,,Away
2024-11-29,Olimpia Milano,Fenerbahce,91.0,85.0,2024-25,,,,,,,,,,,,,Home
2024-11-29,Efes,ASVEL,82.0,97.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Fenerbahce,Baskonia,76.0,88.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Real Madrid,ASVEL,78.0,80.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Zalgiris,Partizan,78.0,84.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Barcelona,Panathinaikos,89.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Bayern Munich,Efes,90.0,101.0,2024-25,,,,,,,,,,,,,Away
2024-12-03,Paris Basketball,Maccabi Tel Aviv,93.0,81.0,2024-25,,,,,,,,,,,,,Home
2024-12-04,Red Star Belgrade,Olimpia Milano,86.0,101.0,2024-25,,,,,,,,,,,,,Away
2024-12-04,Olympiacos,Monaco,89.0,80.0,2024-25,,,,,,,,,,,,,Home
2024-12-04,ALBA Berlin,Virtus Bologna,90.0,88.0,2024-25,,,,,,,,,,,,,Home
2024-12-05,Efes,Zalgiris,72.0,85.0,2024-25,,,,,,,,,,,,,Away
2024-12-05,Fenerbahce,Real Madrid,82.0,70.0,2024-25,,,,,,,,,,,,,Home
2024-12-05,Baskonia,Bayern Munich,80.0,94.0,2024-25,,,,,,,,,,,,,Away
2024-12-05,Barcelona,Maccabi Tel Aviv,88.0,86.0,2024-25,,,,,,,,,,,,,Home
2024-12-05,Panathinaikos,Partizan,73.0,91.0,2024-25,,,,,,,,,,,,,Away
2024-12-06,ASVEL,Olimpia Milano,84.0,92.0,2024-25,,,,,,,,,,,,,Away
2024-12-06,ALBA Berlin,Monaco,80.0,100.0,2024-25,,,,,,,,,,,,,Away
2024-12-06,Paris Basketball,Olympiacos,96.0,90.0,2024-25,,,,,,,,,,,,,Home
2024-12-06,Red Star Belgrade,Virtus Bologna,94.0,87.0,2024-25,,,,,,,,,,,,,Home
2024-12-12,Partizan,ALBA Berlin,91.0,90.0,2024-25,,,,,,,,,,,,,Home
2024-12-12,Maccabi Tel Aviv,Bayern Munich,93.0,98.0,2024-25,,,,,,,,,,,,,Away
2024-12-12,Zalgiris,Real Madrid,92.0,83.0,2024-25,,,,,,,,,,,,,Home
2024-12-12,Monaco,Fenerbahce,99.0,69.0,2024-25,,,,,,,,,,,,,Home
2024-12-12,Virtus Bologna,Baskonia,82.0,81.0,2024-25,,,,,,,,,,,,,Home
2024-12-13,Paris Basketball,ASVEL,93.0,98.0,2024-25,,,,,,,,,,,,,Away
2024-12-13,Olympiacos,Red Star Belgrade,73.0,87.0,2024-25,,,,,,,,,,,,,Away
2024-12-13,Panathinaikos,Efes,67.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-12-13,Olimpia Milano,Barcelona,94.0,81.0,2024-25,,,,,,,,,,,,,Home
2024-12-17,Zalgiris,ALBA Berlin,86.0,66.0,2024-25,,,,,,,,,,,,,Home
2024-12-17,Fenerbahce,Barcelona,63.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-12-17,Baskonia,Maccabi Tel Aviv,95.0,85.0,2024-25,,,,,,,,,,,,,Home
2024-12-17,Bayern Munich,Monaco,74.0,93.0,2024-25,,,,,,,,,,,,,Away
2024-12-17,Olimpia Milano,Panathinaikos,74.0,103.0,2024-25,,,,,,,,,,,,,Away
2024-12-17,Real Madrid,Paris Basketball,96.0,85.0,2024-25,,,,,,,,,,,,,Home
2024-12-17,ASVEL,Partizan,82.0,79.0,2024-25,,,,,,,,,,,,,Home
2024-12-18,Red Star Belgrade,Efes,67.0,89.0,2024-25,,,,,,,,,,,,,Away
2024-12-18,Virtus Bologna,Olympiacos,77.0,87.0,2024-25,,,,,,,,,,,,,Away
2024-12-19,Baskonia,Panathinaikos,69.0,104.0,2024-25,,,,,,,,,,,,,Away
2024-12-19,Monaco,Real Madrid,72.0,94.0,2024-25,,,,,,,,,,,,,Away
2024-12-20,ASVEL,Zalgiris,78.0,72.0,2024-25,,,,,,,,,,,,,Home
2024-12-20,Barcelona,Virtus Bologna,81.0,86.0,2024-25,,,,,,,,,,,,,Away
2024-12-20,Maccabi Tel Aviv,Red Star Belgrade,73.0,81.0,2024-25,,,,,,,,,,,,,Away
2024-12-20,ALBA Berlin,Olympiacos,85.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-12-20,Bayern Munich,Olimpia Milano,79.0,78.0,2024-25,,,,,,,,,,,,,Home
2024-12-20,Partizan,Efes,77.0,86.0,2024-25,,,,,,,,,,,,,Away
2024-12-26,Real Madrid,ALBA Berlin,80.0,69.0,2024-25,,,,,,,,,,,,,Home
2024-12-26,Zalgiris,Maccabi Tel Aviv,78.0,95.0,2024-25,,,,,,,,,,,,,Away
2024-12-26,Olympiacos,Olimpia Milano,84.0,83.0,2024-25,,,,,,,,,,,,,Home
2024-12-26,Efes,Monaco,75.0,94.0,2024-25,,,,,,,,,,,,,Away
2024-12-27,Red Star Belgrade,Barcelona,78.0,74.0,2024-25,,,,,,,,,,,,,Home
2024-12-27,Panathinaikos,Bayern Munich,80.0,69.0,2024-25,,,,,,,,,,,,,Home
2024-12-27,Fenerbahce,Partizan,81.0,90.0,2024-25,,,,,,,,,,,,,Away
2024-12-27,ASVEL,Virtus Bologna,69.0,83.0,2024-25,,,,,,,,,,,,,Away
2024-12-27,Paris Basketball,Baskonia,81.0,94.0,2024-25,,,,,,,,,,,,,Away
2025-01-02,Olympiacos,Zalgiris,92.0,85.0,2024-25,,,,,,,,,,,,,Home
2025-01-02,Red Star Belgrade,Baskonia,75.0,73.0,2024-25,,,,,,,,,,,,,Home
2025-01-02,Monaco,ALBA Berlin,105.0,90.0,2024-25,,,,,,,,,,,,,Home
2025-01-02,Olimpia Milano,ASVEL,75.0,66.0,2024-25,,,,,,,,,,,,,Home
2025-01-03,Virtus Bologna,Panathinaikos,90.0,111.0,2024-25,,,,,,,,,,,,,Away
2025-01-03,Barcelona,Paris Basketball,90.0,79.0,2024-25,,,,,,,,,,,,,Home
2025-01-03,Maccabi Tel Aviv,Partizan,75.0,98.0,2024-25,,,,,,,,,,,,,Away
2025-01-03,Bayern Munich,Real Madrid,76.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-01-03,Efes,Fenerbahce,76.0,84.0,2024-25,,,,,,,,,,,,,Away
2025-01-09,Olimpia Milano,Maccabi Tel Aviv,107.0,74.0,2024-25,,,,,,,,,,,,,Home
2025-01-09,Barcelona,Monaco,98.0,84.0,2024-25,,,,,,,,,,,,,Home
2025-01-09,Partizan,Panathinaikos,84.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-01-09,ALBA Berlin,Fenerbahce,73.0,90.0,2024-25,,,,,,,,,,,,,Away
2025-01-10,Paris Basketball,Red Star Belgrade,69.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-01-10,Real Madrid,Zalgiris,83.0,64.0,2024-25,,,,,,,,,,,,,Home
2025-01-10,Baskonia,Virtus Bologna,74.0,76.0,2024-25,,,,,,,,,,,,,Away
2025-01-10,ASVEL,Efes,82.0,76.0,2024-25,,,,,,,,,,,,,Home
2025-01-10,Bayern Munich,Olympiacos,69.0,112.0,2024-25,,,,,,,,,,,,,Away
2025-01-14,Olympiacos,Baskonia,102.0,101.0,2024-25,,,,,,,,,,,,,Home
2025-01-14,ALBA Berlin,Olimpia Milano,68.0,100.0,2024-25,,,,,,,,,,,,,Away
2025-01-14,Efes,Paris Basketball,84.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-01-14,Maccabi Tel Aviv,Real Madrid,113.0,116.0,2024-25,,,,,,,,,,,,,Away
2025-01-14,Partizan,ASVEL,93.0,62.0,2024-25,,,,,,,,,,,,,Home
2025-01-15,Fenerbahce,Red Star Belgrade,96.0,91.0,2024-25,,,,,,,,,,,,,Home
2025-01-15,Virtus Bologna,Zalgiris,68.0,77.0,2024-25,,,,,,,,,,,,,Away
2025-01-15,Panathinaikos,Barcelona,73.0,82.0,2024-25,,,,,,,,,,,,,Away
2025-01-15,Monaco,Bayern Munich,94.0,95.0,2024-25,,,,,,,,,,,,,Away
2025-01-16,Olympiacos,Real Madrid,96.0,86.0,2024-25,,,,,,,,,,,,,Home
2025-01-16,ALBA Berlin,ASVEL,89.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-01-16,Partizan,Olimpia Milano,90.0,70.0,2024-25,,,,,,,,,,,,,Home
2025-01-16,Maccabi Tel Aviv,Paris Basketball,83.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-01-17,Panathinaikos,Baskonia,77.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-01-17,Zalgiris,Fenerbahce,86.0,98.0,2024-25,,,,,,,,,,,,,Away
2025-01-17,Monaco,Red Star Belgrade,82.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-01-17,Efes,Barcelona,80.0,90.0,2024-25,,,,,,,,,,,,,Away
2025-01-17,Virtus Bologna,Bayern Munich,82.0,72.0,2024-25,,,,,,,,,,,,,Home
2025-01-22,Paris Basketball,Partizan,86.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-01-23,Olimpia Milano,Efes,66.0,110.0,2024-25,,,,,,,,,,,,,Away
2025-01-23,Red Star Belgrade,Maccabi Tel Aviv,73.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-01-23,Zalgiris,Panathinaikos,76.0,89.0,2024-25,,,,,,,,,,,,,Away
2025-01-23,Baskonia,Real Madrid,89.0,90.0,2024-25,,,,,,,,,,,,,Away
2025-01-23,Monaco,Virtus Bologna,86.0,80.0,2024-25,,,,,,,,,,,,,Home
2025-01-24,Bayern Munich,ALBA Berlin,99.0,84.0,2024-25,,,,,,,,,,,,,Home
2025-01-24,Fenerbahce,Olympiacos,87.0,77.0,2024-25,,,,,,,,,,,,,Home
2025-01-24,Barcelona,ASVEL,94.0,100.0,2024-25,,,,,,,,,,,,,Away
2025-01-30,ALBA Berlin,Maccabi Tel Aviv,93.0,87.0,2024-25,,,,,,,,,,,,,Home
2025-01-30,Panathinaikos,Olimpia Milano,75.0,87.0,2024-25,,,,,,,,,,,,,Away
2025-01-30,ASVEL,Paris Basketball,82.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-01-30,Barcelona,Baskonia,86.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-01-30,Bayern Munich,Zalgiris,97.0,82.0,2024-25,,,,,,,,,,,,,Home
2025-01-31,Virtus Bologna,Fenerbahce,81.0,95.0,2024-25,,,,,,,,,,,,,Away
2025-01-31,Red Star Belgrade,Partizan,73.0,71.0,2024-25,,,,,,,,,,,,,Home
2025-01-31,Real Madrid,Monaco,73.0,77.0,2024-25,,,,,,,,,,,,,Away
2025-01-31,Efes,Olympiacos,89.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-02-04,Real Madrid,Efes,73.0,79.0,2024-25,,,,,,,,,,,,,Away
2025-02-04,Olimpia Milano,Bayern Munich,70.0,87.0,2024-25,,,,,,,,,,,,,Away
2025-02-04,Fenerbahce,Panathinaikos,90.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-02-04,ASVEL,Red Star Belgrade,66.0,73.0,2024-25,,,,,,,,,,,,,Away
2025-02-04,ALBA Berlin,Zalgiris,53.0,73.0,2024-25,,,,,,,,,,,,,Away
2025-02-05,Maccabi Tel Aviv,Barcelona,71.0,100.0,2024-25,,,,,,,,,,,,,Away
2025-02-05,Baskonia,Monaco,85.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-02-05,Olympiacos,Paris Basketball,90.0,73.0,2024-25,,,,,,,,,,,,,Home
2025-02-05,Partizan,Virtus Bologna,81.0,71.0,2024-25,,,,,,,,,,,,,Home
2025-02-06,Olimpia Milano,Zalgiris,89.0,87.0,2024-25,,,,,,,,,,,,,Home
2025-02-06,Real Madrid,Fenerbahce,67.0,78.0,2024-25,,,,,,,,,,,,,Away
2025-02-06,ASVEL,Bayern Munich,67.0,76.0,2024-25,,,,,,,,,,,,,Away
2025-02-06,Red Star Belgrade,ALBA Berlin,77.0,71.0,2024-25,,,,,,,,,,,,,Home
2025-02-06,Efes,Panathinaikos,89.0,104.0,2024-25,,,,,,,,,,,,,Away
2025-02-07,Olympiacos,Barcelona,90.0,88.0,2024-25,,,,,,,,,,,,,Home
2025-02-07,Partizan,Monaco,86.0,69.0,2024-25,,,,,,,,,,,,,Home
2025-02-07,Paris Basketball,Virtus Bologna,83.0,77.0,2024-25,,,,,,,,,,,,,Home
2025-02-07,Maccabi Tel Aviv,Baskonia,82.0,89.0,2024-25,,,,,,,,,,,,,Away
2025-02-27,Fenerbahce,Maccabi Tel Aviv,76.0,94.0,2024-25,,,,,,,,,,,,,Away
2025-02-27,Monaco,Olimpia Milano,80.0,86.0,2024-25,,,,,,,,,,,,,Away
2025-02-27,Bayern Munich,Paris Basketball,88.0,93.0,2024-25,,,,,,,,,,,,,Away
2025-02-27,Barcelona,Real Madrid,91.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-02-27,Zalgiris,Red Star Belgrade,86.0,80.0,2024-25,,,,,,,,,,,,,Home
2025-02-28,Panathinaikos,ASVEL,96.0,93.0,2024-25,,,,,,,,,,,,,Home
2025-02-28,Olympiacos,Virtus Bologna,92.0,70.0,2024-25,,,,,,,,,,,,,Home
2025-02-28,Baskonia,Partizan,73.0,86.0,2024-25,,,,,,,,,,,,,Away
2025-02-28,ALBA Berlin,Efes,73.0,98.0,2024-25,,,,,,,,,,,,,Away
2025-03-03,Fenerbahce,Paris Basketball,87.0,83.0,2024-25,,,,,,,,,,,,,Home
2025-03-05,Monaco,Paris Basketball,91.0,79.0,2024-25,,,,,,,,,,,,,Home
2025-03-06,Red Star Belgrade,Bayern Munich,82.0,100.0,2024-25,,,,,,,,,,,,,Away
2025-03-06,Fenerbahce,Olimpia Milano,100.0,76.0,2024-25,,,,,,,,,,,,,Home
2025-03-06,Real Madrid,Panathinaikos,70.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-03-06,Zalgiris,Baskonia,65.0,66.0,2024-25,,,,,,,,,,,,,Away
2025-03-07,Barcelona,ALBA Berlin,99.0,85.0,2024-25,,,,,,,,,,,,,Home
2025-03-07,Virtus Bologna,Efes,68.0,89.0,2024-25,,,,,,,,,,,,,Away
2025-03-07,Partizan,Olympiacos,70.0,82.0,2024-25,,,,,,,,,,,,,Away
2025-03-07,Maccabi Tel Aviv,ASVEL,102.0,95.0,2024-25,,,,,,,,,,,,,Home
2025-03-13,Olimpia Milano,Red Star Belgrade,82.0,80.0,2024-25,,,,,,,,,,,,,Home
2025-03-13,ASVEL,Fenerbahce,82.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-03-13,Paris Basketball,Zalgiris,81.0,83.0,2024-25,,,,,,,,,,,,,Away
2025-03-13,Real Madrid,Virtus Bologna,80.0,67.0,2024-25,,,,,,,,,,,,,Home
2025-03-13,Baskonia,ALBA Berlin,90.0,97.0,2024-25,,,,,,,,,,,,,Away
2025-03-13,Monaco,Maccabi Tel Aviv,88.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-03-14,Partizan,Barcelona,80.0,87.0,2024-25,,,,,,,,,,,,,Away
2025-03-14,Efes,Bayern Munich,97.0,92.0,2024-25,,,,,,,,,,,,,Home
2025-03-14,Panathinaikos,Olympiacos,74.0,76.0,2024-25,,,,,,,,,,,,,Away
2025-03-18,Olimpia Milano,Paris Basketball,79.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-03-20,Virtus Bologna,Maccabi Tel Aviv,67.0,77.0,2024-25,,,,,,,,,,,,,Away
2025-03-20,Fenerbahce,Monaco,82.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-03-20,Red Star Belgrade,Olympiacos,81.0,73.0,2024-25,,,,,,,,,,,,,Home
2025-03-20,ASVEL,Real Madrid,70.0,81.0,2024-25,,,,,,,,,,,,,Away
2025-03-20,Bayern Munich,Baskonia,89.0,112.0,2024-25,,,,,,,,,,,,,Away
2025-03-21,ALBA Berlin,Panathinaikos,81.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-03-21,Efes,Partizan,97.0,65.0,2024-25,,,,,,,,,,,,,Home
2025-03-21,Zalgiris,Barcelona,70.0,82.0,2024-25,,,,,,,,,,,,,Away
2025-03-25,Bayern Munich,Barcelona,102.0,101.0,2024-25,,,,,,,,,,,,,Home
2025-03-25,ALBA Berlin,Partizan,71.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-03-25,Olimpia Milano,Real Madrid,89.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-03-25,Paris Basketball,Fenerbahce,100.0,101.0,2024-25,,,,,,,,,,,,,Away
2025-03-25,Olympiacos,ASVEL,70.0,81.0,2024-25,,,,,,,,,,,,,Away
2025-03-25,Zalgiris,Monaco,86.0,96.0,2024-25,,,,,,,,,,,,,Away
2025-03-26,Baskonia,Efes,76.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-03-26,Panathinaikos,Maccabi Tel Aviv,99.0,92.0,2024-25,,,,,,,,,,,,,Home
2025-03-26,Virtus Bologna,Red Star Belgrade,52.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-03-27,Partizan,Bayern Munich,74.0,89.0,2024-25,,,,,,,,,,,,,Away
2025-03-27,Barcelona,Olimpia Milano,98.0,88.0,2024-25,,,,,,,,,,,,,Home
2025-03-27,Monaco,Olympiacos,80.0,77.0,2024-25,,,,,,,,,,,,,Home
2025-03-27,Zalgiris,ASVEL,79.0,88.0,2024-25,,,,,,,,,,,,,Away
2025-03-28,Real Madrid,Red Star Belgrade,78.0,72.0,2024-25,,,,,,,,,,,,,Home
2025-03-28,Baskonia,Fenerbahce,77.0,82.0,2024-25,,,,,,,,,,,,,Away
2025-03-28,Paris Basketball,Panathinaikos,101.0,98.0,2024-25,,,,,,,,,,,,,Home
2025-03-28,Virtus Bologna,ALBA Berlin,108.0,64.0,2024-25,,,,,,,,,,,,,Home
2025-03-28,Maccabi Tel Aviv,Efes,88.0,90.0,2024-25,,,,,,,,,,,,,Away
2025-04-02,Barcelona,Fenerbahce,83.0,75.0,2024-25,,,,,,,,,,,,,Home
2025-04-03,Bayern Munich,Maccabi Tel Aviv,90.0,93.0,2024-25,,,,,,,,,,,,,Away
2025-04-03,Panathinaikos,Monaco,88.0,76.0,2024-25,,,,,,,,,,,,,Home
2025-04-03,Paris Basketball,Real Madrid,104.0,105.0,2024-25,,,,,,,,,,,,,Away
2025-04-03,Partizan,Zalgiris,66.0,70.0,2024-25,,,,,,,,,,,,,Away
2025-04-04,Olympiacos,ALBA Berlin,100.0,92.0,2024-25,,,,,,,,,,,,,Home
2025-04-04,Efes,Red Star Belgrade,97.0,96.0,2024-25,,,,,,,,,,,,,Home
2025-04-04,Olimpia Milano,Virtus Bologna,70.0,90.0,2024-25,,,,,,,,,,,,,Away
2025-04-04,ASVEL,Baskonia,75.0,111.0,2024-25,,,,,,,,,,,,,Away
2025-04-10,Monaco,ASVEL,83.0,78.0,2024-25,,,,,,,,,,,,,Home
2025-04-10,Real Madrid,Partizan,91.0,89.0,2024-25,,,,,,,,,,,,,Home
2025-04-10,ALBA Berlin,Paris Basketball,63.0,72.0,2024-25,,,,,,,,,,,,,Away
2025-04-10,Baskonia,Olimpia Milano,89.0,111.0,2024-25,,,,,,,,,,,,,Away
2025-04-10,Fenerbahce,Bayern Munich,89.0,77.0,2024-25,,,,,,,,,,,,,Home
2025-04-10,Maccabi Tel Aviv,Olympiacos,93.0,99.0,2024-25,,,,,,,,,,,,,Away
2025-04-11,Zalgiris,Efes,77.0,87.0,2024-25,,,,,,,,,,,,,Away
2025-04-11,Virtus Bologna,Barcelona,87.0,91.0,2024-25,,,,,,,,,,,,,Away
2025-04-11,Red Star Belgrade,Panathinaikos,104.0,111.0,2024-25,,,,,,,,,,,,,Away
2025-04-15,Red Star Belgrade,Bayern Munich,93.0,97.0,2024-25,,,,,,,,,,,,,Away
2025-04-15,Paris Basketball,Real Madrid,81.0,73.0,2024-25,,,,,,,,,,,,,Home
2025-04-18,Bayern Munich,Real Madrid,71.0,93.0,2024-25,,,,,,,,,,,,,Away
2025-04-22,Efes,Panathinaikos,83.0,87.0,2024-25,,,,,,,,,,,,,Away
2025-04-22,Paris Basketball,Fenerbahce,78.0,83.0,2024-25,,,,,,,,,,,,,Away
2025-04-23,Barcelona,Monaco,80.0,97.0,2024-25,,,,,,,,,,,,,Away
2025-04-23,Real Madrid,Olympiacos,72.0,84.0,2024-25,,,,,,,,,,,,,Away
2025-04-24,Efes,Panathinaikos,79.0,76.0,2024-25,,,,,,,,,,,,,Home
2025-04-24,Paris Basketball,Fenerbahce,72.0,89.0,2024-25,,,,,,,,,,,,,Away
2025-04-25,Real Madrid,Olympiacos,71.0,77.0,2024-25,,,,,,,,,,,,,Away
2025-04-25,Barcelona,Monaco,79.0,92.0,2024-25,,,,,,,,,,,,,Away
2025-04-29,Fenerbahce,Paris Basketball,98.0,88.0,2024-25,,,,,,,,,,,,,Home
2025-04-29,Olympiacos,Real Madrid,72.0,80.0,2024-25,,,,,,,,,,,,,Away
2025-04-30,Panathinaikos,Efes,81.0,77.0,2024-25,,,,,,,,,,,,,Home
2025-04-30,Monaco,Barcelona,89.0,100.0,2024-25,,,,,,,,,,,,,Away
2025-05-01,Olympiacos,Real Madrid,86.0,84.0,2024-25,,,,,,,,,,,,,Home
2025-05-02,Panathinaikos,Efes,82.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-05-02,Monaco,Barcelona,72.0,79.0,2024-25,,,,,,,,,,,,,Away
2025-05-06,Barcelona,Monaco,84.0,85.0,2024-25,,,,,,,,,,,,,Away
2025-05-06,Efes,Panathinaikos,67.0,75.0,2024-25,,,,,,,,,,,,,Away
2025-05-23,Monaco,Olympiacos,78.0,68.0,2024-25,,,,,,,,,,,,,Home
2025-05-23,Panathinaikos,Fenerbahce,76.0,82.0,2024-25,,,,,,,,,,,,,Away
2025-05-25,Fenerbahce,Monaco,81.0,70.0,2024-25,,,,,,,,,,,,,Home
2025-05-25,Panathinaikos,Olympiacos,93.0,97.0,2024-25,,,,,,,,,,,,,Away
2025-09-30,Olympiacos,Baskonia,102.0,96.0,2025-26,,,,,,,,,,,,,Home
2025-09-30,Real Madrid,Virtus Bologna,68.0,74.0,2025-26,,,,,,,,,,,,,Away
2025-09-30,Olimpia Milano,Red Star Belgrade,92.0,82.0,2025-26,,,,,,,,,,,,,Home
2025-09-30,Partizan,Dubai Basketball,76.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-09-30,Barcelona,Hapoel Jerusalem,87.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-09-30,Maccabi Tel Aviv,Efes,78.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-09-30,Bayern Munich,Panathinaikos,79.0,87.0,2025-26,,,,,,,,,,,,,Away
2025-10-01,Zalgiris,Monaco,89.0,84.0,2025-26,,,,,,,,,,,,,Home
2025-10-01,Paris Basketball,Fenerbahce,77.0,96.0,2025-26,,,,,,,,,,,,,Away
2025-10-01,Valencia,ASVEL,80.0,77.0,2025-26,,,,,,,,,,,,,Home
2025-10-02,Red Star Belgrade,Bayern Munich,88.0,97.0,2025-26,,,,,,,,,,,,,Away
2025-10-02,Olimpia Milano,Partizan,78.0,80.0,2025-26,,,,,,,,,,,,,Away
2025-10-02,Olympiacos,Real Madrid,77.0,89.0,2025-26,,,,,,,,,,,,,Away
2025-10-03,Baskonia,ASVEL,95.0,102.0,2025-26,,,,,,,,,,,,,Away
2025-10-03,Fenerbahce,Zalgiris,81.0,84.0,2025-26,,,,,,,,,,,,,Away
2025-10-03,Virtus Bologna,Valencia,94.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-10-03,Barcelona,Panathinaikos,103.0,96.0,2025-26,,,,,,,,,,,,,Home
2025-10-03,Dubai Basketball,Monaco,81.0,103.0,2025-26,,,,,,,,,,,,,Away
2025-10-03,Paris Basketball,Maccabi Tel Aviv,101.0,94.0,2025-26,,,,,,,,,,,,,Home
2025-10-03,Hapoel Jerusalem,Efes,87.0,81.0,2025-26,,,,,,,,,,,,,Home
2025-10-08,Maccabi Tel Aviv,Hapoel Jerusalem,103.0,90.0,2025-26,,,,,,,,,,,,,Home
2025-10-09,Monaco,Olimpia Milano,82.0,79.0,2025-26,,,,,,,,,,,,,Home
2025-10-09,Virtus Bologna,Paris Basketball,79.0,90.0,2025-26,,,,,,,,,,,,,Away
2025-10-09,Efes,Partizan,87.0,93.0,2025-26,,,,,,,,,,,,,Away
2025-10-09,ASVEL,Real Madrid,72.0,85.0,2025-26,,,,,,,,,,,,,Away
2025-10-09,Panathinaikos,Baskonia,86.0,84.0,2025-26,,,,,,,,,,,,,Home
2025-10-10,Valencia,Barcelona,102.0,108.0,2025-26,,,,,,,,,,,,,Away
2025-10-10,Zalgiris,Bayern Munich,98.0,70.0,2025-26,,,,,,,,,,,,,Home
2025-10-10,Dubai Basketball,Olympiacos,67.0,86.0,2025-26,,,,,,,,,,,,,Away
2025-10-10,Red Star Belgrade,Fenerbahce,86.0,81.0,2025-26,,,,,,,,,,,,,Home
2025-10-14,Dubai Basketball,Fenerbahce,93.0,69.0,2025-26,,,,,,,,,,,,,Home
2025-10-14,Zalgiris,Red Star Belgrade,79.0,88.0,2025-26,,,,,,,,,,,,,Away
2025-10-14,Barcelona,Maccabi Tel Aviv,92.0,71.0,2025-26,,,,,,,,,,,,,Home
2025-10-14,Olimpia Milano,Bayern Munich,53.0,64.0,2025-26,,,,,,,,,,,,,Away
