Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2023-01-27,Maccabi Tel Aviv,Olympiacos,89.0,95.0,2022-23,,,,,,,,,,,,,Away
2023-01-31,Maccabi Tel Aviv,Barcelona,78.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-01-31,Baskonia,Olimpia Milano,83.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-01-31,ASVEL,Partizan,71.0,92.0,2022-23,,,,,,,,,,,,,Away
2023-01-31,Olympiacos,Fenerbahce,93.0,73.0,2022-23,,,,,,,,,,,,,Home
2023-01-31,Bayern Munich,Valencia,73.0,82.0,2022-23,,,,,,,,,,,,,Away
2023-01-31,Red Star Belgrade,Virtus Bologna,72.0,84.0,2022-23,,,,,,,,,,,,,Away
2023-02-01,Panathinaikos,Real Madrid,68.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-02-01,Monaco,ALBA Berlin,102.0,84.0,2022-23,,,,,,,,,,,,,Home
2023-02-01,Zalgiris,Efes,70.0,80.0,2022-23,,,,,,,,,,,,,Away
2023-02-02,Bayern Munich,Barcelona,70.0,72.0,2022-23,,,,,,,,,,,,,Away
2023-02-02,Red Star Belgrade,Olimpia Milano,68.0,74.0,2022-23,,,,,,,,,,,,,Away
2023-02-02,Maccabi Tel Aviv,Valencia,94.0,93.0,2022-23,,,,,,,,,,,,,Home
2023-02-03,Panathinaikos,Baskonia,90.0,95.0,2022-23,,,,,,,,,,,,,Away
2023-02-03,Partizan,Zalgiris,88.0,74.0,2022-23,,,,,,,,,,,,,Home
2023-02-03,Virtus Bologna,ASVEL,77.0,64.0,2022-23,,,,,,,,,,,,,Home
2023-02-03,Efes,Olympiacos,70.0,76.0,2022-23,,,,,,,,,,,,,Away
2023-02-03,Real Madrid,Monaco,95.0,91.0,2022-23,,,,,,,,,,,,,Home
2023-02-03,ALBA Berlin,Fenerbahce,86.0,101.0,2022-23,,,,,,,,,,,,,Away
2023-02-08,Olympiacos,ALBA Berlin,93.0,60.0,2022-23,,,,,,,,,,,,,Home
2023-02-09,Partizan,Bayern Munich,82.0,71.0,2022-23,,,,,,,,,,,,,Home
2023-02-09,Red Star Belgrade,Maccabi Tel Aviv,89.0,86.0,2022-23,,,,,,,,,,,,,Home
2023-02-09,Barcelona,Virtus Bologna,92.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-02-10,ASVEL,Monaco,75.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-02-10,Valencia,Panathinaikos,92.0,91.0,2022-23,,,,,,,,,,,,,Home
2023-02-10,Baskonia,Zalgiris,75.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-02-23,Fenerbahce,Partizan,97.0,94.0,2022-23,,,,,,,,,,,,,Home
2023-02-23,Bayern Munich,Maccabi Tel Aviv,82.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-02-23,Panathinaikos,Olimpia Milano,76.0,78.0,2022-23,,,,,,,,,,,,,Away
2023-02-23,Zalgiris,Real Madrid,69.0,96.0,2022-23,,,,,,,,,,,,,Away
2023-02-24,Baskonia,Virtus Bologna,83.0,88.0,2022-23,,,,,,,,,,,,,Away
2023-02-24,Efes,ASVEL,90.0,89.0,2022-23,,,,,,,,,,,,,Home
2023-02-24,Monaco,Barcelona,70.0,80.0,2022-23,,,,,,,,,,,,,Away
2023-02-24,ALBA Berlin,Red Star Belgrade,87.0,72.0,2022-23,,,,,,,,,,,,,Home
2023-02-24,Olympiacos,Valencia,92.0,85.0,2022-23,,,,,,,,,,,,,Home
2023-03-02,ALBA Berlin,Partizan,74.0,88.0,2022-23,,,,,,,,,,,,,Away
2023-03-02,Zalgiris,Barcelona,74.0,93.0,2022-23,,,,,,,,,,,,,Away
2023-03-02,Red Star Belgrade,Bayern Munich,80.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-03-02,Maccabi Tel Aviv,Monaco,67.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-03-02,Efes,Panathinaikos,87.0,82.0,2022-23,,,,,,,,,,,,,Home
2023-03-03,Virtus Bologna,Fenerbahce,72.0,104.0,2022-23,,,,,,,,,,,,,Away
2023-03-03,Real Madrid,ASVEL,75.0,71.0,2022-23,,,,,,,,,,,,,Home
2023-03-03,Olympiacos,Olimpia Milano,62.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-03-03,Valencia,Baskonia,75.0,114.0,2022-23,,,,,,,,,,,,,Away
2023-03-07,Olimpia Milano,Valencia,88.0,84.0,2022-23,,,,,,,,,,,,,Home
2023-03-07,Partizan,Virtus Bologna,88.0,79.0,2022-23,,,,,,,,,,,,,Home
2023-03-07,Barcelona,Olympiacos,70.0,77.0,2022-23,,,,,,,,,,,,,Away
2023-03-07,Zalgiris,ALBA Berlin,66.0,63.0,2022-23,,,,,,,,,,,,,Home
2023-03-07,ASVEL,Bayern Munich,72.0,76.0,2022-23,,,,,,,,,,,,,Away
2023-03-07,Baskonia,Real Madrid,85.0,81.0,2022-23,,,,,,,,,,,,,Home
2023-03-08,Fenerbahce,Maccabi Tel Aviv,74.0,78.0,2022-23,,,,,,,,,,,,,Away
2023-03-08,Panathinaikos,Monaco,70.0,84.0,2022-23,,,,,,,,,,,,,Away
2023-03-08,Efes,Red Star Belgrade,75.0,94.0,2022-23,,,,,,,,,,,,,Away
2023-03-09,Partizan,Olimpia Milano,62.0,76.0,2022-23,,,,,,,,,,,,,Away
2023-03-09,Bayern Munich,Olympiacos,74.0,102.0,2022-23,,,,,,,,,,,,,Away
2023-03-09,Valencia,Real Madrid,91.0,95.0,2022-23,,,,,,,,,,,,,Away
2023-03-09,ASVEL,Zalgiris,67.0,85.0,2022-23,,,,,,,,,,,,,Away
2023-03-09,Virtus Bologna,ALBA Berlin,96.0,74.0,2022-23,,,,,,,,,,,,,Home
2023-03-10,Maccabi Tel Aviv,Efes,86.0,64.0,2022-23,,,,,,,,,,,,,Home
2023-03-10,Red Star Belgrade,Panathinaikos,66.0,75.0,2022-23,,,,,,,,,,,,,Away
2023-03-10,Barcelona,Fenerbahce,73.0,81.0,2022-23,,,,,,,,,,,,,Away
2023-03-10,Monaco,Baskonia,102.0,93.0,2022-23,,,,,,,,,,,,,Home
2023-03-14,Real Madrid,Efes,89.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-03-16,Panathinaikos,ASVEL,86.0,82.0,2022-23,,,,,,,,,,,,,Home
2023-03-16,Fenerbahce,Valencia,80.0,82.0,2022-23,,,,,,,,,,,,,Away
2023-03-16,Olympiacos,Zalgiris,74.0,72.0,2022-23,,,,,,,,,,,,,Home
2023-03-16,Baskonia,Maccabi Tel Aviv,79.0,93.0,2022-23,,,,,,,,,,,,,Away
2023-03-16,Virtus Bologna,Monaco,68.0,81.0,2022-23,,,,,,,,,,,,,Away
2023-03-16,Partizan,Efes,97.0,84.0,2022-23,,,,,,,,,,,,,Home
2023-03-16,Olimpia Milano,Real Madrid,87.0,91.0,2022-23,,,,,,,,,,,,,Away
2023-03-17,Red Star Belgrade,Barcelona,79.0,85.0,2022-23,,,,,,,,,,,,,Away
2023-03-17,ALBA Berlin,Bayern Munich,76.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-03-21,Olimpia Milano,Fenerbahce,82.0,75.0,2022-23,,,,,,,,,,,,,Home
2023-03-23,Efes,ALBA Berlin,93.0,95.0,2022-23,,,,,,,,,,,,,Away
2023-03-23,Barcelona,Panathinaikos,88.0,74.0,2022-23,,,,,,,,,,,,,Home
2023-03-23,Baskonia,Red Star Belgrade,63.0,74.0,2022-23,,,,,,,,,,,,,Away
2023-03-23,Maccabi Tel Aviv,ASVEL,85.0,67.0,2022-23,,,,,,,,,,,,,Home
2023-03-24,Real Madrid,Virtus Bologna,96.0,79.0,2022-23,,,,,,,,,,,,,Home
2023-03-24,Zalgiris,Fenerbahce,79.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-03-24,Valencia,Monaco,79.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-03-24,Bayern Munich,Olimpia Milano,74.0,99.0,2022-23,,,,,,,,,,,,,Away
2023-03-24,Olympiacos,Partizan,75.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-03-28,Olimpia Milano,Efes,69.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-03-28,Virtus Bologna,Maccabi Tel Aviv,80.0,111.0,2022-23,,,,,,,,,,,,,Away
2023-03-28,Bayern Munich,Panathinaikos,76.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-03-28,Barcelona,Partizan,89.0,80.0,2022-23,,,,,,,,,,,,,Home
2023-03-28,ALBA Berlin,Baskonia,87.0,93.0,2022-23,,,,,,,,,,,,,Away
2023-03-29,ASVEL,Olympiacos,55.0,81.0,2022-23,,,,,,,,,,,,,Away
2023-03-29,Fenerbahce,Real Madrid,75.0,90.0,2022-23,,,,,,,,,,,,,Away
2023-03-29,Valencia,Red Star Belgrade,73.0,92.0,2022-23,,,,,,,,,,,,,Away
2023-03-29,Monaco,Zalgiris,70.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-03-30,ALBA Berlin,Barcelona,56.0,72.0,2022-23,,,,,,,,,,,,,Away
2023-03-30,Olimpia Milano,Maccabi Tel Aviv,66.0,85.0,2022-23,,,,,,,,,,,,,Away
2023-03-30,Virtus Bologna,Efes,67.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-03-31,Monaco,Bayern Munich,84.0,81.0,2022-23,,,,,,,,,,,,,Home
2023-03-31,Panathinaikos,Olympiacos,73.0,81.0,2022-23,,,,,,,,,,,,,Away
2023-03-31,Real Madrid,Partizan,90.0,104.0,2022-23,,,,,,,,,,,,,Away
2023-03-31,Red Star Belgrade,ASVEL,76.0,60.0,2022-23,,,,,,,,,,,,,Home
2023-03-31,Fenerbahce,Baskonia,69.0,92.0,2022-23,,,,,,,,,,,,,Away
2023-03-31,Valencia,Zalgiris,74.0,95.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,Maccabi Tel Aviv,Zalgiris,67.0,68.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,Bayern Munich,Real Madrid,67.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,Olympiacos,Red Star Belgrade,79.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,Efes,Fenerbahce,86.0,103.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,Virtus Bologna,Valencia,68.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-04-06,ASVEL,Baskonia,100.0,120.0,2022-23,,,,,,,,,,,,,Away
2023-04-07,ALBA Berlin,Panathinaikos,88.0,84.0,2022-23,,,,,,,,,,,,,Home
2023-04-07,Partizan,Monaco,88.0,84.0,2022-23,,,,,,,,,,,,,Home
2023-04-07,Barcelona,Olimpia Milano,76.0,84.0,2022-23,,,,,,,,,,,,,Away
2023-04-13,ASVEL,ALBA Berlin,71.0,88.0,2022-23,,,,,,,,,,,,,Away
2023-04-13,Real Madrid,Maccabi Tel Aviv,96.0,100.0,2022-23,,,,,,,,,,,,,Away
2023-04-13,Baskonia,Olympiacos,78.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-04-13,Fenerbahce,Red Star Belgrade,89.0,91.0,2022-23,,,,,,,,,,,,,Away
2023-04-13,Olimpia Milano,Virtus Bologna,84.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-04-14,Monaco,Efes,72.0,87.0,2022-23,,,,,,,,,,,,,Away
2023-04-14,Valencia,Barcelona,71.0,85.0,2022-23,,,,,,,,,,,,,Away
2023-04-14,Zalgiris,Bayern Munich,83.0,80.0,2022-23,,,,,,,,,,,,,Home
2023-04-14,Panathinaikos,Partizan,81.0,83.0,2022-23,,,,,,,,,,,,,Away
2023-04-25,Maccabi Tel Aviv,Monaco,79.0,67.0,2022-23,,,,,,,,,,,,,Home
2023-04-25,Partizan,Real Madrid,89.0,87.0,2022-23,,,,,,,,,,,,,Home
2023-04-26,Fenerbahce,Olympiacos,68.0,79.0,2022-23,,,,,,,,,,,,,Away
2023-04-26,Zalgiris,Barcelona,69.0,91.0,2022-23,,,,,,,,,,,,,Away
2023-04-27,Maccabi Tel Aviv,Monaco,74.0,86.0,2022-23,,,,,,,,,,,,,Away
2023-04-27,Partizan,Real Madrid,95.0,80.0,2022-23,,,,,,,,,,,,,Home
2023-04-28,Zalgiris,Barcelona,81.0,89.0,2022-23,,,,,,,,,,,,,Away
2023-04-28,Fenerbahce,Olympiacos,82.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-05-02,Monaco,Maccabi Tel Aviv,83.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-05-02,Real Madrid,Partizan,82.0,80.0,2022-23,,,,,,,,,,,,,Home
2023-05-03,Olympiacos,Fenerbahce,72.0,71.0,2022-23,,,,,,,,,,,,,Home
2023-05-03,Barcelona,Zalgiris,77.0,66.0,2022-23,,,,,,,,,,,,,Home
2023-05-04,Monaco,Maccabi Tel Aviv,69.0,104.0,2022-23,,,,,,,,,,,,,Away
2023-05-04,Real Madrid,Partizan,85.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-05-05,Olympiacos,Fenerbahce,69.0,73.0,2022-23,,,,,,,,,,,,,Away
2023-05-09,Fenerbahce,Olympiacos,72.0,84.0,2022-23,,,,,,,,,,,,,Away
2023-05-10,Maccabi Tel Aviv,Monaco,86.0,97.0,2022-23,,,,,,,,,,,,,Away
2023-05-10,Partizan,Real Madrid,94.0,98.0,2022-23,,,,,,,,,,,,,Away
2023-05-19,Monaco,Olympiacos,62.0,76.0,2022-23,,,,,,,,,,,,,Away
2023-05-19,Real Madrid,Barcelona,78.0,66.0,2022-23,,,,,,,,,,,,,Home
2023-05-21,Barcelona,Monaco,66.0,78.0,2022-23,,,,,,,,,,,,,Away
2023-05-21,Real Madrid,Olympiacos,79.0,78.0,2022-23,,,,,,,,,,,,,Home
2023-10-05,Efes,Barcelona,74.0,91.0,2023-24,,,,,,,,,,,,,Away
2023-10-05,ALBA Berlin,Bayern Munich,68.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-10-05,Partizan,Maccabi Tel Aviv,81.0,96.0,2023-24,,,,,,,,,,,,,Away
2023-10-05,ASVEL,Red Star Belgrade,73.0,94.0,2023-24,,,,,,,,,,,,,Away
2023-10-05,Zalgiris,Virtus Bologna,82.0,79.0,2023-24,,,,,,,,,,,,,Home
2023-10-06,Monaco,Valencia,65.0,70.0,2023-24,,,,,,,,,,,,,Away
2023-10-06,Olympiacos,Panathinaikos,88.0,78.0,2023-24,,,,,,,,,,,,,Home
2023-10-06,Olimpia Milano,Fenerbahce,82.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-10-06,Real Madrid,Baskonia,79.0,77.0,2023-24,,,,,,,,,,,,,Home
2023-10-12,Partizan,ASVEL,88.0,62.0,2023-24,,,,,,,,,,,,,Home
2023-10-12,Bayern Munich,Panathinaikos,71.0,78.0,2023-24,,,,,,,,,,,,,Away
2023-10-12,Real Madrid,Efes,103.0,80.0,2023-24,,,,,,,,,,,,,Home
2023-10-12,Baskonia,ALBA Berlin,91.0,86.0,2023-24,,,,,,,,,,,,,Home
2023-10-13,Virtus Bologna,Monaco,83.0,59.0,2023-24,,,,,,,,,,,,,Home
2023-10-13,Barcelona,Olympiacos,77.0,68.0,2023-24,,,,,,,,,,,,,Home
2023-10-13,Fenerbahce,Valencia,74.0,77.0,2023-24,,,,,,,,,,,,,Away
2023-10-13,Red Star Belgrade,Zalgiris,74.0,79.0,2023-24,,,,,,,,,,,,,Away
2023-10-17,Panathinaikos,Fenerbahce,69.0,83.0,2023-24,,,,,,,,,,,,,Away
2023-10-17,Zalgiris,Real Madrid,79.0,93.0,2023-24,,,,,,,,,,,,,Away
2023-10-17,Bayern Munich,Baskonia,76.0,68.0,2023-24,,,,,,,,,,,,,Home
2023-10-17,Olympiacos,Olimpia Milano,53.0,65.0,2023-24,,,,,,,,,,,,,Away
2023-10-17,ASVEL,Efes,84.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-10-17,Barcelona,Partizan,92.0,83.0,2023-24,,,,,,,,,,,,,Home
2023-10-18,ALBA Berlin,Virtus Bologna,76.0,87.0,2023-24,,,,,,,,,,,,,Away
2023-10-18,Maccabi Tel Aviv,Valencia,66.0,75.0,2023-24,,,,,,,,,,,,,Away
2023-10-18,Monaco,Red Star Belgrade,82.0,76.0,2023-24,,,,,,,,,,,,,Home
2023-10-19,Olimpia Milano,Real Madrid,71.0,88.0,2023-24,,,,,,,,,,,,,Away
2023-10-19,ASVEL,Fenerbahce,86.0,101.0,2023-24,,,,,,,,,,,,,Away
2023-10-19,Partizan,Olympiacos,94.0,98.0,2023-24,,,,,,,,,,,,,Away
2023-10-19,Zalgiris,Baskonia,99.0,82.0,2023-24,,,,,,,,,,,,,Home
2023-10-20,Red Star Belgrade,Virtus Bologna,79.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-10-20,Maccabi Tel Aviv,Panathinaikos,86.0,81.0,2023-24,,,,,,,,,,,,,Home
2023-10-20,Bayern Munich,Barcelona,59.0,98.0,2023-24,,,,,,,,,,,,,Away
2023-10-20,ALBA Berlin,Monaco,75.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-10-20,Valencia,Efes,73.0,77.0,2023-24,,,,,,,,,,,,,Away
2023-10-26,Olimpia Milano,ALBA Berlin,82.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-10-26,Maccabi Tel Aviv,Monaco,79.0,107.0,2023-24,,,,,,,,,,,,,Away
2023-10-26,Efes,Olympiacos,57.0,75.0,2023-24,,,,,,,,,,,,,Away
2023-10-26,Red Star Belgrade,Partizan,86.0,88.0,2023-24,,,,,,,,,,,,,Away
2023-10-26,Barcelona,Real Madrid,64.0,65.0,2023-24,,,,,,,,,,,,,Away
2023-10-27,Fenerbahce,Bayern Munich,76.0,67.0,2023-24,,,,,,,,,,,,,Home
2023-10-27,Baskonia,Panathinaikos,81.0,95.0,2023-24,,,,,,,,,,,,,Away
2023-10-27,Virtus Bologna,ASVEL,87.0,84.0,2023-24,,,,,,,,,,,,,Home
2023-10-27,Valencia,Zalgiris,87.0,72.0,2023-24,,,,,,,,,,,,,Home
2023-10-31,Maccabi Tel Aviv,Olimpia Milano,98.0,90.0,2023-24,,,,,,,,,,,,,Home
2023-11-02,ALBA Berlin,Valencia,71.0,79.0,2023-24,,,,,,,,,,,,,Away
2023-11-02,Olympiacos,Fenerbahce,77.0,79.0,2023-24,,,,,,,,,,,,,Away
2023-11-02,ASVEL,Zalgiris,91.0,88.0,2023-24,,,,,,,,,,,,,Home
2023-11-02,Monaco,Olimpia Milano,72.0,66.0,2023-24,,,,,,,,,,,,,Home
2023-11-02,Bayern Munich,Red Star Belgrade,68.0,74.0,2023-24,,,,,,,,,,,,,Away
2023-11-03,Panathinaikos,Barcelona,72.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-11-03,Efes,Virtus Bologna,81.0,93.0,2023-24,,,,,,,,,,,,,Away
2023-11-03,Partizan,Baskonia,83.0,84.0,2023-24,,,,,,,,,,,,,Away
2023-11-09,Zalgiris,Efes,82.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-11-09,Bayern Munich,Maccabi Tel Aviv,90.0,93.0,2023-24,,,,,,,,,,,,,Away
2023-11-09,Valencia,Olimpia Milano,52.0,83.0,2023-24,,,,,,,,,,,,,Away
2023-11-09,Baskonia,Olympiacos,75.0,74.0,2023-24,,,,,,,,,,,,,Home
2023-11-09,Fenerbahce,Partizan,84.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-11-09,Virtus Bologna,Real Madrid,74.0,100.0,2023-24,,,,,,,,,,,,,Away
2023-11-10,Panathinaikos,ALBA Berlin,99.0,85.0,2023-24,,,,,,,,,,,,,Home
2023-11-10,Red Star Belgrade,Barcelona,81.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-11-10,ASVEL,Monaco,70.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-11-14,Olimpia Milano,Virtus Bologna,79.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-11-14,Real Madrid,Valencia,76.0,73.0,2023-24,,,,,,,,,,,,,Home
2023-11-14,Olympiacos,Maccabi Tel Aviv,79.0,74.0,2023-24,,,,,,,,,,,,,Home
2023-11-14,Efes,Monaco,89.0,82.0,2023-24,,,,,,,,,,,,,Home
2023-11-14,Fenerbahce,Red Star Belgrade,56.0,87.0,2023-24,,,,,,,,,,,,,Away
2023-11-15,ASVEL,ALBA Berlin,73.0,68.0,2023-24,,,,,,,,,,,,,Home
2023-11-15,Partizan,Bayern Munich,85.0,94.0,2023-24,,,,,,,,,,,,,Away
2023-11-15,Zalgiris,Panathinaikos,71.0,73.0,2023-24,,,,,,,,,,,,,Away
2023-11-15,Barcelona,Baskonia,71.0,94.0,2023-24,,,,,,,,,,,,,Away
2023-11-16,Efes,Olimpia Milano,76.0,92.0,2023-24,,,,,,,,,,,,,Away
2023-11-16,Red Star Belgrade,Olympiacos,83.0,88.0,2023-24,,,,,,,,,,,,,Away
2023-11-16,Monaco,Real Madrid,73.0,91.0,2023-24,,,,,,,,,,,,,Away
2023-11-16,Fenerbahce,Maccabi Tel Aviv,73.0,78.0,2023-24,,,,,,,,,,,,,Away
2023-11-17,Bayern Munich,Zalgiris,73.0,74.0,2023-24,,,,,,,,,,,,,Away
2023-11-17,ALBA Berlin,Partizan,74.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-11-17,Baskonia,ASVEL,88.0,81.0,2023-24,,,,,,,,,,,,,Home
2023-11-17,Valencia,Barcelona,70.0,74.0,2023-24,,,,,,,,,,,,,Away
2023-11-17,Virtus Bologna,Panathinaikos,76.0,90.0,2023-24,,,,,,,,,,,,,Away
2023-11-23,Barcelona,Maccabi Tel Aviv,92.0,90.0,2023-24,,,,,,,,,,,,,Home
2023-11-23,Valencia,Panathinaikos,73.0,90.0,2023-24,,,,,,,,,,,,,Away
2023-11-23,ALBA Berlin,Real Madrid,75.0,99.0,2023-24,,,,,,,,,,,,,Away
2023-11-23,Bayern Munich,ASVEL,101.0,100.0,2023-24,,,,,,,,,,,,,Home
2023-11-23,Fenerbahce,Virtus Bologna,79.0,87.0,2023-24,,,,,,,,,,,,,Away
2023-11-24,Partizan,Efes,94.0,100.0,2023-24,,,,,,,,,,,,,Away
2023-11-24,Zalgiris,Olympiacos,72.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-11-24,Olimpia Milano,Red Star Belgrade,93.0,71.0,2023-24,,,,,,,,,,,,,Home
2023-11-24,Monaco,Baskonia,77.0,75.0,2023-24,,,,,,,,,,,,,Home
2023-11-28,Real Madrid,Maccabi Tel Aviv,99.0,70.0,2023-24,,,,,,,,,,,,,Home
2023-11-30,Zalgiris,Olimpia Milano,83.0,70.0,2023-24,,,,,,,,,,,,,Home
2023-11-30,Real Madrid,Fenerbahce,99.0,100.0,2023-24,,,,,,,,,,,,,Away
2023-11-30,Panathinaikos,Partizan,87.0,92.0,2023-24,,,,,,,,,,,,,Away
2023-11-30,Olympiacos,Monaco,77.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-11-30,ALBA Berlin,Maccabi Tel Aviv,81.0,102.0,2023-24,,,,,,,,,,,,,Away
2023-11-30,Virtus Bologna,Bayern Munich,76.0,90.0,2023-24,,,,,,,,,,,,,Away
2023-12-01,ASVEL,Barcelona,92.0,101.0,2023-24,,,,,,,,,,,,,Away
2023-12-01,Efes,Red Star Belgrade,83.0,97.0,2023-24,,,,,,,,,,,,,Away
2023-12-01,Baskonia,Valencia,98.0,84.0,2023-24,,,,,,,,,,,,,Home
2023-12-05,Zalgiris,ALBA Berlin,62.0,64.0,2023-24,,,,,,,,,,,,,Away
2023-12-05,Panathinaikos,Efes,68.0,71.0,2023-24,,,,,,,,,,,,,Away
2023-12-05,Olimpia Milano,Bayern Munich,84.0,91.0,2023-24,,,,,,,,,,,,,Away
2023-12-05,Real Madrid,Olympiacos,77.0,71.0,2023-24,,,,,,,,,,,,,Home
2023-12-05,Monaco,Partizan,85.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-12-06,Red Star Belgrade,Valencia,81.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-12-06,Maccabi Tel Aviv,ASVEL,94.0,91.0,2023-24,,,,,,,,,,,,,Home
2023-12-06,Barcelona,Virtus Bologna,75.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-12-06,Fenerbahce,Baskonia,79.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-12-07,Olimpia Milano,Partizan,69.0,82.0,2023-24,,,,,,,,,,,,,Away
2023-12-07,Efes,ALBA Berlin,97.0,89.0,2023-24,,,,,,,,,,,,,Home
2023-12-07,Real Madrid,Panathinaikos,90.0,78.0,2023-24,,,,,,,,,,,,,Home
2023-12-08,Fenerbahce,Barcelona,81.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-12-08,Bayern Munich,Olympiacos,69.0,77.0,2023-24,,,,,,,,,,,,,Away
2023-12-08,Valencia,ASVEL,78.0,55.0,2023-24,,,,,,,,,,,,,Home
2023-12-08,Maccabi Tel Aviv,Virtus Bologna,90.0,100.0,2023-24,,,,,,,,,,,,,Away
2023-12-08,Red Star Belgrade,Baskonia,85.0,87.0,2023-24,,,,,,,,,,,,,Away
2023-12-08,Monaco,Zalgiris,83.0,79.0,2023-24,,,,,,,,,,,,,Home
2023-12-14,Bayern Munich,Real Madrid,73.0,88.0,2023-24,,,,,,,,,,,,,Away
2023-12-14,Panathinaikos,ASVEL,89.0,81.0,2023-24,,,,,,,,,,,,,Home
2023-12-14,Virtus Bologna,Baskonia,91.0,81.0,2023-24,,,,,,,,,,,,,Home
2023-12-14,Partizan,Zalgiris,93.0,85.0,2023-24,,,,,,,,,,,,,Home
2023-12-14,ALBA Berlin,Red Star Belgrade,71.0,85.0,2023-24,,,,,,,,,,,,,Away
2023-12-14,Efes,Maccabi Tel Aviv,86.0,95.0,2023-24,,,,,,,,,,,,,Away
2023-12-15,Monaco,Fenerbahce,74.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-12-15,Olimpia Milano,Barcelona,90.0,86.0,2023-24,,,,,,,,,,,,,Home
2023-12-15,Valencia,Olympiacos,63.0,56.0,2023-24,,,,,,,,,,,,,Home
2023-12-19,Barcelona,ALBA Berlin,70.0,74.0,2023-24,,,,,,,,,,,,,Away
2023-12-19,Baskonia,Maccabi Tel Aviv,81.0,89.0,2023-24,,,,,,,,,,,,,Away
2023-12-19,Real Madrid,Red Star Belgrade,72.0,58.0,2023-24,,,,,,,,,,,,,Home
2023-12-19,Partizan,Valencia,72.0,67.0,2023-24,,,,,,,,,,,,,Home
2023-12-19,Olympiacos,Virtus Bologna,67.0,69.0,2023-24,,,,,,,,,,,,,Away
2023-12-20,Efes,Bayern Munich,71.0,86.0,2023-24,,,,,,,,,,,,,Away
2023-12-20,ASVEL,Olimpia Milano,61.0,84.0,2023-24,,,,,,,,,,,,,Away
2023-12-20,Panathinaikos,Monaco,91.0,90.0,2023-24,,,,,,,,,,,,,Home
2023-12-20,Zalgiris,Fenerbahce,78.0,80.0,2023-24,,,,,,,,,,,,,Away
2023-12-21,Virtus Bologna,Valencia,71.0,79.0,2023-24,,,,,,,,,,,,,Away
2023-12-21,Red Star Belgrade,Maccabi Tel Aviv,98.0,92.0,2023-24,,,,,,,,,,,,,Home
2023-12-21,Partizan,Real Madrid,75.0,91.0,2023-24,,,,,,,,,,,,,Away
2023-12-22,Barcelona,Zalgiris,85.0,80.0,2023-24,,,,,,,,,,,,,Home
